filename,relative_path,file_class,wave,survey_mode,sample_type,rows,columns,apparent_respondent_id,apparent_household_id,apparent_village_location_id,distinct_respondent_or_location_ids,distinct_derived_household_prefixes,duplicate_respondent_id_rows,respondent_id_overlap_with_w1_pct,spatial_variable_count,key_spatial_variables,migration_variable_count,key_migration_variables,apparent_role,id_notes
bemp_w9.csv,data/raw/bemp/quantitative/bemp_w9.csv,quantitative CSV,w9,phone,main longitudinal respondent,1851,1076,w9_reg2,derive by removing final respondent-type suffix from w9_reg2,Lxx prefix of respondent code,1851,1648,0,100.0,21,w9_q1; w9_q118; w9_q118_txt; w9_q19; w9_q19_txt; w9_q2; w9_q3; w9_q3_txt; w9_q4; w9_q41; w9_q41_txt; w9_q5; w9_q5_txt; w9_q6; w9_q8x5; w9_q8x5_txt; w9_q8x6; w9_q8x6_txt; w9_q8x88; w9_q8x99; w9_reg2,218,w9_q1; w9_q116; w9_q12; w9_q121; w9_q122; w9_q122_txt; w9_q123; w9_q127; w9_q131; w9_q132; w9_q132_txt; w9_q133; w9_q139; w9_q140; w9_q142; w9_q143; w9_q146b; w9_q146b_txt; w9_q147; w9_q151; w9_q152; w9_q154; w9_q155; w9_q158b; w9_q158b_txt; w9_q159; w9_q19; w9_q19_txt; w9_q2; w9_q22a; … (+188 more),phone main longitudinal respondent survey data,Respondent code is the cross-wave key; household prefix is documented linkage key. Lxx/zone remain baseline-origin codes after migration.
bemp_w10.csv,data/raw/bemp/quantitative/bemp_w10.csv,quantitative CSV,w10,phone,main longitudinal respondent,1852,1114,w10_reg2,derive by removing final respondent-type suffix from w10_reg2,Lxx prefix of respondent code,1851,1648,1,100.0,21,w10_q1; w10_q139; w10_q139_txt; w10_q19; w10_q19_txt; w10_q2; w10_q3; w10_q3_txt; w10_q4; w10_q41; w10_q41_txt; w10_q5; w10_q5_txt; w10_q6; w10_q8x5; w10_q8x5_txt; w10_q8x6; w10_q8x6_txt; w10_q8x88; w10_q8x99; w10_reg2,218,w10_q1; w10_q12; w10_q137; w10_q142; w10_q143; w10_q143_txt; w10_q144; w10_q148; w10_q152; w10_q153; w10_q153_txt; w10_q154; w10_q160; w10_q161; w10_q163; w10_q164; w10_q167b; w10_q167b_txt; w10_q168; w10_q172; w10_q173; w10_q175; w10_q176; w10_q179b; w10_q179b_txt; w10_q180; w10_q19; w10_q19_txt; w10_q2; w10_q22a; … (+188 more),phone main longitudinal respondent survey data,Respondent code is the cross-wave key; household prefix is documented linkage key. Lxx/zone remain baseline-origin codes after migration.
bemp_w11.csv,data/raw/bemp/quantitative/bemp_w11.csv,quantitative CSV,w11,phone,main longitudinal respondent,1847,1045,w11_reg2,derive by removing final respondent-type suffix from w11_reg2,Lxx prefix of respondent code,1847,1645,0,100.0,21,w11_q1; w11_q122; w11_q122_txt; w11_q19; w11_q19_txt; w11_q2; w11_q3; w11_q3_txt; w11_q4; w11_q41; w11_q41_txt; w11_q5; w11_q5_txt; w11_q6; w11_q8x5; w11_q8x5_txt; w11_q8x6; w11_q8x6_txt; w11_q8x88; w11_q8x99; w11_reg2,220,w11_q1; w11_q12; w11_q120; w11_q125; w11_q126; w11_q126_txt; w11_q127; w11_q131; w11_q135; w11_q136; w11_q136_txt; w11_q137; w11_q143; w11_q144; w11_q146; w11_q147; w11_q150b; w11_q150b_txt; w11_q151; w11_q155; w11_q156; w11_q158; w11_q159; w11_q162b; w11_q162b_txt; w11_q163; w11_q19; w11_q19_txt; w11_q2; w11_q22a; … (+190 more),phone main longitudinal respondent survey data,Respondent code is the cross-wave key; household prefix is documented linkage key. Lxx/zone remain baseline-origin codes after migration.
bemp_w12_N.csv,data/raw/bemp/quantitative/bemp_w12_N.csv,quantitative CSV,w12_N,in-person,non-migrant respondent,2268,2625,w12_N_reg3,derive by removing final respondent-type suffix from w12_N_reg3,Lxx prefix of respondent code,2268,1703,0,95.68,22,w12_N_dist_from_crrnt_river_bank; w12_N_dist_from_prev_loc; w12_N_dist_from_prev_river_bank; w12_N_q119; w12_N_q129; w12_N_q181; w12_N_q181_txt; w12_N_q20; w12_N_q20_txt; w12_N_q22a; w12_N_q22a_txt; w12_N_q22b; w12_N_q22b_txt; w12_N_q230; w12_N_q230_txt; w12_N_q64_L1; w12_N_q64_L2; w12_N_q64_L3; w12_N_q64_txt_L1; w12_N_q64_txt_L2; w12_N_q64_txt_L3; w12_N_reg3,834,w12_N_q100x1; w12_N_q100x10; w12_N_q100x11; w12_N_q100x12; w12_N_q100x13; w12_N_q100x14; w12_N_q100x14_txt; w12_N_q100x2; w12_N_q100x3; w12_N_q100x4; w12_N_q100x5; w12_N_q100x6; w12_N_q100x7; w12_N_q100x8; w12_N_q100x88; w12_N_q100x9; w12_N_q100x99; w12_N_q101x1; w12_N_q101x2; w12_N_q101x3; w12_N_q116; w12_N_q117; w12_N_q117_txt; w12_N_q118; w12_N_q119; w12_N_q120; w12_N_q121; w12_N_q121_txt; w12_N_q122; w12_N_q123; … (+804 more),in-person non-migrant respondent survey data,Respondent code is the cross-wave key; household prefix is documented linkage key. Lxx/zone remain baseline-origin codes after migration.
bemp_w12_M.csv,data/raw/bemp/quantitative/bemp_w12_M.csv,quantitative CSV,w12_M,in-person,migrant respondent,379,4094,w12_M_reg3,derive by removing final respondent-type suffix from w12_M_reg3,Lxx prefix of respondent code,378,324,1,98.68,31,w12_M_dist_from_prev_loc; w12_M_enum4; w12_M_enum4_txt; w12_M_q16; w12_M_q17; w12_M_q18; w12_M_q18_txt; w12_M_q19; w12_M_q20; w12_M_q20_txt; w12_M_q21x5; w12_M_q21x5_txt; w12_M_q21x6; w12_M_q21x6_txt; w12_M_q21x88; w12_M_q21x99; w12_M_q253; w12_M_q253_txt; w12_M_q32; w12_M_q32_txt; w12_M_q34a; w12_M_q34a_txt; w12_M_q34b; w12_M_q34b_txt; w12_M_q92_L1; w12_M_q92_L2; w12_M_q92_L3; w12_M_q92_txt_L1; w12_M_q92_txt_L2; w12_M_q92_txt_L3; … (+1 more),1220,w12_M_q100; w12_M_q100_txt; w12_M_q103ax10_L1; w12_M_q103ax10_L2; w12_M_q103ax10_L3; w12_M_q103ax11_L1; w12_M_q103ax11_L2; w12_M_q103ax11_L3; w12_M_q103ax12_L1; w12_M_q103ax12_L2; w12_M_q103ax12_L3; w12_M_q103ax13_L1; w12_M_q103ax13_L2; w12_M_q103ax13_L3; w12_M_q103ax14_L1; w12_M_q103ax14_L2; w12_M_q103ax14_L3; w12_M_q103ax14_txt_L1; w12_M_q103ax14_txt_L2; w12_M_q103ax14_txt_L3; w12_M_q103ax15_L1; w12_M_q103ax15_L2; w12_M_q103ax15_L3; w12_M_q103ax16_L1; w12_M_q103ax16_L2; w12_M_q103ax16_L3; w12_M_q103ax17_L1; w12_M_q103ax17_L2; w12_M_q103ax17_L3; w12_M_q103ax18_L1; … (+1190 more),in-person migrant respondent survey data,Respondent code is the cross-wave key; household prefix is documented linkage key. Lxx/zone remain baseline-origin codes after migration.
bemp_w12_V.csv,data/raw/bemp/quantitative/bemp_w12_V.csv,quantitative CSV,w12_V,in-person,village profile,35,376,,,w12_V_reg2,35,,,,69,w12_V_q10x1; w12_V_q10x2; w12_V_q10x3; w12_V_q10x4; w12_V_q10x5; w12_V_q10x5_txt; w12_V_q11x1; w12_V_q11x1_txt; w12_V_q11x2; w12_V_q11x2_txt; w12_V_q11x3; w12_V_q11x3_txt; w12_V_q19x1; w12_V_q19x1_txt; w12_V_q19x2; w12_V_q19x2_txt; w12_V_q19x3; w12_V_q19x3_txt; w12_V_q19x4; w12_V_q19x4_txt; w12_V_q19x5; w12_V_q19x5_txt; w12_V_q19x88; w12_V_q22x1; w12_V_q22x1_txt; w12_V_q22x2; w12_V_q22x2_txt; w12_V_q22x3; w12_V_q22x3_txt; w12_V_q22x4; … (+39 more),0,,in-person village profile survey data,"Village-profile location code; joins to Lxx prefix embedded in respondent codes, subject to minor combined-code formatting in later profiles."
bemp_w13.csv,data/raw/bemp/quantitative/bemp_w13.csv,quantitative CSV,w13,phone,main longitudinal respondent,1845,172,w13_reg2,derive by removing final respondent-type suffix from w13_reg2,Lxx prefix of respondent code,1845,1645,0,100.0,15,w13_q1; w13_q2; w13_q3; w13_q3_txt; w13_q4; w13_q5; w13_q5_txt; w13_q6; w13_q8x5; w13_q8x5_txt; w13_q8x6; w13_q8x6_txt; w13_q8x88; w13_q8x99; w13_reg2,25,w13_q1; w13_q10; w13_q12; w13_q13; w13_q16; w13_q17; w13_q2; w13_q20; w13_q21; w13_q24; w13_q25; w13_q3; w13_q3_txt; w13_q4; w13_q5; w13_q5_txt; w13_q6; w13_q8x5; w13_q8x5_txt; w13_q8x6; w13_q8x6_txt; w13_q8x88; w13_q8x99; w13_reg5; w13_reg6,phone main longitudinal respondent survey data,Respondent code is the cross-wave key; household prefix is documented linkage key. Lxx/zone remain baseline-origin codes after migration.
bemp_w14_N.csv,data/raw/bemp/quantitative/bemp_w14_N.csv,quantitative CSV,w14_N,in-person,non-migrant respondent,2232,2865,w14_N_reg3,derive by removing final respondent-type suffix from w14_N_reg3,Lxx prefix of respondent code,2232,1703,0,97.22,22,w14_N_dist_from_crrnt_river_bank; w14_N_dist_from_prev_loc; w14_N_dist_from_prev_river_bank; w14_N_q128; w14_N_q138; w14_N_q20; w14_N_q20_txt; w14_N_q224; w14_N_q224_txt; w14_N_q22a; w14_N_q22a_txt; w14_N_q22b; w14_N_q22b_txt; w14_N_q261; w14_N_q261_txt; w14_N_q73_L1; w14_N_q73_L2; w14_N_q73_L3; w14_N_q73_txt_L1; w14_N_q73_txt_L2; w14_N_q73_txt_L3; w14_N_reg3,834,w14_N_q100x1_L1; w14_N_q100x1_L2; w14_N_q100x1_L3; w14_N_q100x2_L1; w14_N_q100x2_L2; w14_N_q100x2_L3; w14_N_q100x3_L1; w14_N_q100x3_L2; w14_N_q100x3_L3; w14_N_q100x4_L1; w14_N_q100x4_L2; w14_N_q100x4_L3; w14_N_q100x5_L1; w14_N_q100x5_L2; w14_N_q100x5_L3; w14_N_q100x6_L1; w14_N_q100x6_L2; w14_N_q100x6_L3; w14_N_q100x7_L1; w14_N_q100x7_L2; w14_N_q100x7_L3; w14_N_q100x88_L1; w14_N_q100x88_L2; w14_N_q100x88_L3; w14_N_q100x8_L1; w14_N_q100x8_L2; w14_N_q100x8_L3; w14_N_q100x8_txt_L1; w14_N_q100x8_txt_L2; w14_N_q100x8_txt_L3; … (+804 more),in-person non-migrant respondent survey data,Respondent code is the cross-wave key; household prefix is documented linkage key. Lxx/zone remain baseline-origin codes after migration.
bemp_w14_M.csv,data/raw/bemp/quantitative/bemp_w14_M.csv,quantitative CSV,w14_M,in-person,migrant respondent,481,4523,w14_M_reg3,derive by removing final respondent-type suffix from w14_M_reg3,Lxx prefix of respondent code,480,401,1,97.71,31,w14_M_dist_from_prev_loc; w14_M_enum4; w14_M_enum4_txt; w14_M_q103_L1; w14_M_q103_L2; w14_M_q103_L3; w14_M_q103_txt_L1; w14_M_q103_txt_L2; w14_M_q103_txt_L3; w14_M_q16; w14_M_q17; w14_M_q18; w14_M_q18_txt; w14_M_q19; w14_M_q20; w14_M_q20_txt; w14_M_q21x5; w14_M_q21x5_txt; w14_M_q21x6; w14_M_q21x6_txt; w14_M_q21x88; w14_M_q21x99; w14_M_q324; w14_M_q324_txt; w14_M_q33; w14_M_q33_txt; w14_M_q35a; w14_M_q35a_txt; w14_M_q35b; w14_M_q35b_txt; … (+1 more),1223,w14_M_q102_L1; w14_M_q102_L2; w14_M_q102_L3; w14_M_q103_L1; w14_M_q103_L2; w14_M_q103_L3; w14_M_q103_txt_L1; w14_M_q103_txt_L2; w14_M_q103_txt_L3; w14_M_q104x1; w14_M_q104x10; w14_M_q104x11; w14_M_q104x12; w14_M_q104x13; w14_M_q104x14; w14_M_q104x14_txt; w14_M_q104x2; w14_M_q104x3; w14_M_q104x4; w14_M_q104x5; w14_M_q104x6; w14_M_q104x7; w14_M_q104x8; w14_M_q104x88; w14_M_q104x9; w14_M_q104x99; w14_M_q105x1; w14_M_q105x2; w14_M_q105x3; w14_M_q111; … (+1193 more),in-person migrant respondent survey data,Respondent code is the cross-wave key; household prefix is documented linkage key. Lxx/zone remain baseline-origin codes after migration.
bemp_w14_V.csv,data/raw/bemp/quantitative/bemp_w14_V.csv,quantitative CSV,w14_V,in-person,village profile,32,499,,,w14_V_reg2,32,,,,80,w14_V_q10x1; w14_V_q10x2; w14_V_q10x3; w14_V_q10x4; w14_V_q10x5; w14_V_q10x5_txt; w14_V_q11x1; w14_V_q11x1_txt; w14_V_q11x2; w14_V_q11x2_txt; w14_V_q11x3; w14_V_q11x3_txt; w14_V_q20x1; w14_V_q20x1_txt; w14_V_q20x2; w14_V_q20x2_txt; w14_V_q20x3; w14_V_q20x3_txt; w14_V_q20x4; w14_V_q20x4_txt; w14_V_q20x5; w14_V_q20x5_txt; w14_V_q20x88; w14_V_q23x1; w14_V_q23x1_txt; w14_V_q23x2; w14_V_q23x2_txt; w14_V_q23x3; w14_V_q23x3_txt; w14_V_q23x4; … (+50 more),0,,in-person village profile survey data,"Village-profile location code; joins to Lxx prefix embedded in respondent codes, subject to minor combined-code formatting in later profiles."
bemp_w1_codebook.csv,data/raw/bemp/codebooks/bemp_w1_codebook.csv,codebook CSV,w1,in-person,"baseline, all respondent types",1767,115,w1_reg1,,,,,,,25,w1_dist_from_crrnt_river_bank; w1_dist_from_prev_river_bank; w1_q133; w1_q133_txt; w1_q188; w1_q188_txt; w1_q189; w1_q189_txt; w1_q213; w1_q213_txt; w1_q31; w1_q32; w1_q32_txt; w1_q33; w1_q34; w1_q34_txt; w1_q35; w1_q37; w1_q38x5; w1_q38x5_txt; w1_q38x6; w1_q38x6_txt; w1_q38x88; w1_q38x99; w1_reg1,238,w1_q198; w1_q202; w1_q202_txt; w1_q234; w1_q234_txt; w1_q235; w1_q239; w1_q239_txt; w1_q28x1; w1_q28x10; w1_q28x11; w1_q28x12; w1_q28x13; w1_q28x14; w1_q28x15; w1_q28x15_txt; w1_q28x16; w1_q28x17; w1_q28x18; w1_q28x19; w1_q28x2; w1_q28x20; w1_q28x21; w1_q28x22; w1_q28x23; w1_q28x24; w1_q28x24_txt; w1_q28x25; w1_q28x26; w1_q28x27; … (+208 more),"Question text, labels, logic, and value codes for w1",One codebook row per quantitative column.
bemp_w1_V_codebook.csv,data/raw/bemp/codebooks/bemp_w1_V_codebook.csv,codebook CSV,w1_V,in-person,village profile,350,115,,,w1_V_reg1,,,,,69,w1_V_q10x1; w1_V_q10x1_txt; w1_V_q10x2; w1_V_q10x2_txt; w1_V_q10x3; w1_V_q10x3_txt; w1_V_q18x1; w1_V_q18x1_txt; w1_V_q18x2; w1_V_q18x2_txt; w1_V_q18x3; w1_V_q18x3_txt; w1_V_q18x4; w1_V_q18x4_txt; w1_V_q18x5; w1_V_q18x5_txt; w1_V_q18x88; w1_V_q21x1; w1_V_q21x1_txt; w1_V_q21x2; w1_V_q21x2_txt; w1_V_q21x3; w1_V_q21x3_txt; w1_V_q21x4; w1_V_q21x4_txt; w1_V_q21x5; w1_V_q21x5_txt; w1_V_q21x88; w1_V_q23x1; w1_V_q23x1_txt; … (+39 more),0,,"Question text, labels, logic, and value codes for w1_V",One codebook row per quantitative column.
bemp_w2_codebook.csv,data/raw/bemp/codebooks/bemp_w2_codebook.csv,codebook CSV,w2,phone,main longitudinal respondent,789,115,w2_reg1,,,,,,,6,w2_q1; w2_q3; w2_q3_txt; w2_q87; w2_q87_txt; w2_reg1,178,w2_q1; w2_q100; w2_q104; w2_q105; w2_q107; w2_q108; w2_q11; w2_q112; w2_q117; w2_q118; w2_q120; w2_q121; w2_q12x1; w2_q12x10; w2_q12x11; w2_q12x12; w2_q12x13; w2_q12x14; w2_q12x14_txt; w2_q12x15; w2_q12x16; w2_q12x17; w2_q12x18; w2_q12x19; w2_q12x2; w2_q12x20; w2_q12x21; w2_q12x22; w2_q12x23; w2_q12x24; … (+148 more),"Question text, labels, logic, and value codes for w2",One codebook row per quantitative column.
